MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HasShed
30,RM,50.0,6000,Reg,Inside,0.0,BrkSide,Norm,1Fam,1Story,5,7,1921,1950,Gable,Wd Sdng,Wd Shng,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,4.0,616.0,0.0,0.0,616.0,3.0,1,SBrkr,616,0,0,616,0.0,0.0,1,0,2,1,2.0,4,0,5.0,Detchd,1921.0,Unf,1.0,205.0,2.0,2.0,1,0,0,129,0,0,0,NaN,0,6,2006,WD,Normal,89000.0,0
20,RL,57.0,6420,IR1,Inside,0.0,Edwards,Norm,1Fam,1Story,5,7,1952,1952,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,PConc,4.0,3.0,2.0,4.0,210.0,551.0,219.0,980.0,1.0,1,FuseA,1148,0,0,1148,0.0,1.0,1,0,2,1,2.0,6,0,5.0,Detchd,1952.0,Unf,1.0,308.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,9,2006,WD,Normal,123500.0,0
20,RL,65.0,8450,Reg,Inside,0.0,Sawyer,RRAe,1Fam,1Story,5,8,1965,2009,Gable,MetalSd,MetalSd,None,0.0,2.0,3.0,CBlock,2.0,2.0,3.0,0.0,553.0,117.0,224.0,894.0,4.0,1,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,2.0,5,1,3.0,Detchd,1973.0,Unf,1.0,336.0,2.0,2.0,1,416,144,0,0,0,0,MnPrv,0,4,2010,WD,Normal,138500.0,0
120,FV,59.0,4282,IR2,Inside,0.0,Somerst,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,MetalSd,MetalSd,None,0.0,3.0,2.0,PConc,3.0,2.0,2.0,0.0,16.0,0.0,1375.0,1391.0,4.0,1,SBrkr,1391,0,0,1391,0.0,0.0,2,0,2,1,3.0,5,0,5.0,Attchd,2004.0,RFn,2.0,530.0,2.0,2.0,1,156,158,0,0,0,0,NaN,0,7,2008,WD,Normal,196000.0,0
20,RL,85.0,14331,Reg,Inside,0.0,Timber,Norm,1Fam,1Story,8,5,2002,2002,Hip,VinylSd,VinylSd,BrkFace,630.0,3.0,2.0,PConc,4.0,2.0,0.0,0.0,1274.0,0.0,526.0,1800.0,4.0,1,SBrkr,1800,0,0,1800,1.0,0.0,2,0,3,1,3.0,7,1,3.0,Attchd,2002.0,Fin,3.0,765.0,2.0,2.0,1,270,78,0,0,0,0,NaN,0,5,2006,WD,Normal,312500.0,0
20,RL,80.0,9600,Reg,Inside,0.0,NWAmes,Norm,1Fam,1Story,7,5,1969,1969,Hip,HdBoard,HdBoard,BrkFace,168.0,2.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,1164.0,1164.0,2.0,1,SBrkr,1164,0,0,1164,0.0,0.0,1,1,3,1,2.0,6,0,5.0,Attchd,1969.0,Unf,2.0,528.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,7,2006,COD,Normal,140000.0,0
60,RL,82.0,12438,IR1,Inside,0.0,StoneBr,Norm,1Fam,2Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,466.0,4.0,2.0,PConc,4.0,3.0,3.0,5.0,0.0,0.0,1234.0,1234.0,4.0,1,SBrkr,1264,1312,0,2576,0.0,0.0,2,1,4,1,4.0,10,1,3.0,BuiltIn,2006.0,Fin,3.0,666.0,2.0,2.0,1,324,100,0,0,0,0,NaN,0,7,2006,New,Partial,361919.0,0
190,RM,76.0,7630,Reg,Inside,0.0,OldTown,Feedr,2fmCon,2Story,5,9,1900,1996,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,3.0,BrkTil,3.0,2.0,3.0,5.0,0.0,0.0,360.0,360.0,3.0,1,SBrkr,1032,780,0,1812,0.0,0.0,2,0,4,2,3.0,8,1,0.0,Detchd,1999.0,Unf,2.0,672.0,2.0,2.0,0,344,0,40,0,0,0,MnPrv,0,5,2010,WD,Normal,140000.0,0
20,RL,70.0,8400,Reg,Inside,0.0,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,109.0,3.0,2.0,PConc,3.0,2.0,1.0,0.0,712.0,0.0,761.0,1473.0,4.0,1,SBrkr,1484,0,0,1484,1.0,0.0,2,0,3,1,3.0,7,0,5.0,Attchd,2004.0,RFn,2.0,606.0,2.0,2.0,1,0,35,0,144,0,0,NaN,0,5,2010,WD,Normal,213000.0,0
190,RM,70.0,5600,Reg,Inside,0.0,IDOTRR,Norm,2fmCon,2Story,4,5,1930,1950,Hip,VinylSd,Wd Shng,None,0.0,1.0,1.0,Slab,5.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,0,SBrkr,372,720,0,1092,0.0,0.0,2,0,3,2,1.0,7,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,0,0,0,0,0,0,0,NaN,3500,7,2010,WD,Normal,55000.0,0
20,RL,0.0,115149,IR2,CulDSac,2.0,ClearCr,Norm,1Fam,1Story,7,5,1971,2002,Gable,Plywood,Plywood,Stone,351.0,2.0,2.0,CBlock,3.0,2.0,0.0,0.0,1219.0,0.0,424.0,1643.0,2.0,1,SBrkr,1824,0,0,1824,1.0,0.0,2,0,2,1,3.0,5,2,2.0,Attchd,1971.0,Unf,2.0,739.0,2.0,2.0,1,380,48,0,0,0,0,NaN,0,6,2007,WD,Normal,302000.0,0
120,RL,48.0,6240,Reg,Inside,0.0,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,MetalSd,MetalSd,BrkFace,176.0,3.0,2.0,PConc,3.0,2.0,3.0,0.0,863.0,0.0,461.0,1324.0,4.0,1,SBrkr,1324,0,0,1324,1.0,0.0,2,0,2,1,3.0,6,1,3.0,Attchd,2006.0,Fin,2.0,550.0,2.0,2.0,1,192,38,0,0,0,0,NaN,0,12,2009,WD,Normal,254000.0,0
60,RL,65.0,9018,IR1,Inside,0.0,Gilbert,Norm,1Fam,2Story,7,5,2007,2007,Hip,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,3.0,2.0,1.0,5.0,0.0,0.0,728.0,728.0,4.0,1,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,3.0,8,1,3.0,Attchd,2007.0,Fin,2.0,400.0,2.0,2.0,1,100,24,0,0,0,0,NaN,0,7,2007,New,Partial,179540.0,0
20,RL,0.0,7162,IR1,Inside,0.0,Sawyer,Norm,1Fam,1Story,5,7,1966,1966,Gable,HdBoard,HdBoard,BrkCmn,41.0,2.0,2.0,PConc,2.0,2.0,3.0,5.0,0.0,0.0,876.0,876.0,2.0,1,SBrkr,904,0,0,904,0.0,0.0,1,0,3,1,2.0,6,0,5.0,Attchd,1966.0,Unf,1.0,408.0,2.0,2.0,1,0,0,0,0,0,0,MnPrv,0,12,2008,WD,Abnorml,109900.0,0
30,RL,56.0,4130,IR1,Inside,0.0,BrkSide,Norm,1Fam,1Story,3,6,1935,2003,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,270.0,270.0,3.0,1,SBrkr,729,0,0,729,0.0,0.0,1,0,2,1,2.0,5,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,0,0,0,0,0,0,0,NaN,0,7,2008,WD,Normal,52000.0,0
50,C (all),66.0,8712,Reg,Inside,1.0,IDOTRR,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,Stone,2.0,2.0,2.0,5.0,0.0,0.0,859.0,859.0,3.0,1,SBrkr,859,319,0,1178,0.0,0.0,1,0,2,1,2.0,7,0,5.0,Detchd,1964.0,RFn,1.0,384.0,2.0,2.0,0,68,0,98,0,0,0,NaN,0,1,2010,WD,Abnorml,102776.0,0
120,RL,40.0,4671,IR1,Inside,0.0,StoneBr,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,HdBoard,HdBoard,None,0.0,3.0,2.0,PConc,3.0,2.0,2.0,0.0,767.0,0.0,461.0,1228.0,3.0,1,SBrkr,1228,0,0,1228,1.0,0.0,2,0,2,1,3.0,5,1,3.0,Attchd,1988.0,Fin,2.0,472.0,2.0,2.0,1,168,120,0,0,0,0,NaN,0,10,2008,WD,Normal,189000.0,0
190,RL,60.0,9873,Reg,Inside,0.0,BrkSide,RRAn,2fmCon,1Story,4,5,1970,1970,Gable,HdBoard,HdBoard,BrkFace,160.0,2.0,2.0,CBlock,2.0,2.0,1.0,1.0,789.0,0.0,171.0,960.0,2.0,0,SBrkr,960,0,0,960,1.0,0.0,1,0,3,1,2.0,6,0,5.0,Detchd,1970.0,Unf,2.0,576.0,2.0,2.0,1,0,288,0,0,0,0,NaN,0,5,2006,WD,Normal,129000.0,0
60,RL,0.0,13517,IR1,CulDSac,0.0,Sawyer,RRAe,1Fam,2Story,6,8,1976,2005,Gable,HdBoard,Plywood,BrkFace,289.0,3.0,2.0,CBlock,2.0,2.0,3.0,0.0,533.0,0.0,192.0,725.0,4.0,1,SBrkr,725,754,0,1479,0.0,0.0,2,1,3,1,3.0,6,0,5.0,Attchd,1976.0,RFn,2.0,475.0,2.0,2.0,1,0,44,0,0,0,0,NaN,0,3,2010,WD,Normal,130500.0,0
20,RL,78.0,10140,Reg,Inside,0.0,NWAmes,Norm,1Fam,1Story,6,5,1974,1974,Hip,HdBoard,HdBoard,BrkFace,174.0,2.0,2.0,CBlock,3.0,2.0,3.0,5.0,0.0,0.0,1064.0,1064.0,2.0,1,SBrkr,1350,0,0,1350,0.0,0.0,2,0,3,1,2.0,7,1,2.0,Attchd,1974.0,RFn,2.0,478.0,2.0,2.0,1,0,0,0,0,0,0,MnPrv,0,8,2009,WD,Normal,165000.0,0
70,RM,60.0,10800,Reg,Inside,0.0,OldTown,Norm,1Fam,2Story,7,8,1890,1998,Gable,Wd Sdng,VinylSd,None,0.0,2.0,3.0,BrkTil,2.0,2.0,3.0,5.0,0.0,0.0,718.0,718.0,4.0,1,SBrkr,1576,978,0,2554,0.0,0.0,1,1,3,1,2.0,8,0,5.0,Detchd,1996.0,Unf,2.0,704.0,2.0,2.0,0,0,48,143,0,0,0,NaN,0,7,2007,WD,Normal,159500.0,0
20,RL,80.0,10000,Reg,Inside,0.0,NWAmes,Norm,1Fam,1Story,5,6,1973,2000,Gable,HdBoard,HdBoard,None,0.0,2.0,2.0,CBlock,3.0,2.0,3.0,2.0,1084.0,0.0,92.0,1176.0,3.0,1,SBrkr,1178,0,0,1178,0.0,1.0,1,1,3,1,3.0,5,1,1.0,Attchd,1973.0,Unf,2.0,439.0,2.0,2.0,1,224,0,0,0,0,0,MnPrv,0,11,2008,WD,Normal,157000.0,0
60,RL,96.0,10542,Reg,Inside,0.0,NoRidge,Norm,1Fam,2Story,7,5,1993,1994,Hip,Wd Sdng,ImStucc,BrkFace,651.0,3.0,2.0,PConc,3.0,2.0,0.0,0.0,1173.0,0.0,138.0,1311.0,4.0,1,SBrkr,1325,1093,0,2418,1.0,0.0,2,1,3,1,3.0,9,1,2.0,Attchd,1993.0,RFn,3.0,983.0,2.0,2.0,1,250,154,216,0,0,0,NaN,0,8,2008,WD,Normal,341000.0,0
20,RL,69.0,9920,IR1,Inside,0.0,CollgCr,Norm,1Fam,1Story,5,6,1969,1969,Gable,HdBoard,Plywood,None,0.0,2.0,2.0,CBlock,3.0,2.0,0.0,1.0,523.0,0.0,448.0,971.0,2.0,1,SBrkr,971,0,0,971,0.0,0.0,1,1,3,1,2.0,5,1,0.0,Attchd,1969.0,Unf,1.0,300.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,5,2006,WD,Normal,128500.0,0
120,RL,0.0,6563,IR1,CulDSac,1.0,StoneBr,Norm,1Fam,1Story,8,5,1985,1985,Gable,HdBoard,HdBoard,None,0.0,3.0,2.0,PConc,3.0,2.0,0.0,0.0,1148.0,0.0,594.0,1742.0,2.0,1,SBrkr,1742,0,0,1742,1.0,0.0,2,0,2,1,3.0,5,1,2.0,Attchd,1985.0,RFn,2.0,564.0,2.0,2.0,1,114,28,234,0,0,0,NaN,0,12,2006,WD,Normal,275000.0,0
120,RM,0.0,4426,Reg,Inside,0.0,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,169.0,3.0,2.0,PConc,3.0,2.0,1.0,0.0,662.0,0.0,186.0,848.0,4.0,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,3.0,3,0,5.0,Attchd,2004.0,RFn,2.0,420.0,2.0,2.0,1,160,0,0,0,0,0,NaN,0,5,2010,WD,Normal,143000.0,0
20,RL,70.0,8120,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,4,7,1970,1970,Gable,MetalSd,MetalSd,None,0.0,2.0,3.0,CBlock,2.0,2.0,3.0,1.0,191.0,0.0,673.0,864.0,4.0,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,2.0,5,0,5.0,Detchd,1994.0,Unf,2.0,463.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,7,2009,WD,Normal,124500.0,0
50,RL,60.0,8172,Reg,Inside,0.0,Edwards,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,PConc,2.0,2.0,3.0,5.0,0.0,0.0,941.0,941.0,4.0,1,SBrkr,997,473,0,1470,0.0,0.0,2,0,4,1,2.0,7,0,5.0,Detchd,1958.0,Unf,1.0,548.0,2.0,2.0,1,0,0,0,0,156,0,NaN,0,5,2008,WD,Normal,135000.0,0
20,RL,86.0,13286,IR1,Inside,0.0,Edwards,Norm,1Fam,1Story,9,5,2007,2008,Hip,CemntBd,CmentBd,Stone,340.0,4.0,2.0,PConc,4.0,2.0,3.0,0.0,1234.0,0.0,464.0,1698.0,4.0,1,SBrkr,1698,0,0,1698,1.0,0.0,2,0,3,1,4.0,8,1,3.0,Attchd,2007.0,Fin,3.0,768.0,2.0,2.0,1,327,64,0,0,0,0,NaN,0,2,2009,WD,Normal,320000.0,0
20,RL,60.0,6960,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,4,6,1970,1970,Gable,HdBoard,Plywood,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,1.0,375.0,239.0,250.0,864.0,2.0,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,3.0,5,0,5.0,Detchd,1989.0,Unf,2.0,660.0,2.0,2.0,1,96,0,0,0,0,0,NaN,500,11,2009,WD,Normal,120500.0,1
20,RL,0.0,21695,IR1,Corner,0.0,Crawfor,Norm,1Fam,1Story,6,9,1988,2007,Hip,Wd Sdng,Plywood,BrkFace,260.0,3.0,3.0,CBlock,3.0,2.0,3.0,0.0,808.0,0.0,72.0,880.0,4.0,1,SBrkr,1680,0,0,1680,1.0,0.0,2,0,3,1,3.0,5,1,3.0,Attchd,1988.0,Fin,2.0,540.0,2.0,2.0,1,292,44,0,182,0,0,NaN,0,12,2009,WD,Normal,222000.0,0
20,RL,64.0,7314,Reg,Inside,0.0,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Stone,82.0,3.0,2.0,PConc,3.0,2.0,1.0,0.0,724.0,0.0,508.0,1232.0,4.0,1,SBrkr,1232,0,0,1232,1.0,0.0,2,0,2,1,3.0,6,0,5.0,Attchd,2007.0,RFn,2.0,632.0,2.0,2.0,1,132,0,0,0,0,0,NaN,0,2,2009,WD,Normal,194500.0,0
90,RL,85.0,11475,Reg,Corner,0.0,NAmes,Norm,Duplex,1Story,5,5,1958,1958,Gable,VinylSd,VinylSd,BrkFace,95.0,2.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,1584.0,1584.0,2.0,1,SBrkr,1776,0,0,1776,1.0,0.0,2,0,4,2,2.0,9,0,5.0,Detchd,1968.0,Unf,3.0,888.0,2.0,2.0,1,0,25,0,0,0,0,NaN,0,7,2009,COD,Abnorml,110000.0,0
30,RM,52.0,6240,Reg,Inside,0.0,IDOTRR,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,2.0,152.0,0.0,628.0,780.0,2.0,1,FuseA,848,0,360,1208,0.0,0.0,1,0,2,1,2.0,5,0,5.0,Detchd,1962.0,Unf,2.0,539.0,2.0,2.0,1,0,23,112,0,0,0,NaN,0,1,2009,WD,Normal,103000.0,0
120,RL,39.0,5389,IR1,Inside,0.0,StoneBr,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CemntBd,CmentBd,None,0.0,3.0,2.0,PConc,3.0,2.0,3.0,0.0,1180.0,0.0,415.0,1595.0,4.0,1,SBrkr,1616,0,0,1616,1.0,0.0,2,0,2,1,3.0,5,1,2.0,Attchd,1995.0,RFn,2.0,608.0,2.0,2.0,1,237,152,0,0,0,0,NaN,0,3,2010,WD,Normal,236500.0,0
80,RL,73.0,9590,IR1,Corner,0.0,Timber,Norm,1Fam,SLvl,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,442.0,3.0,2.0,PConc,4.0,2.0,1.0,0.0,786.0,0.0,82.0,868.0,4.0,1,SBrkr,1146,0,0,1146,1.0,0.0,2,0,3,1,3.0,6,1,3.0,Attchd,2003.0,Fin,2.0,438.0,2.0,2.0,1,160,22,0,0,0,0,NaN,0,5,2007,WD,Normal,187500.0,0
60,RL,75.0,11404,IR1,Inside,0.0,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,BrkFace,202.0,3.0,2.0,PConc,3.0,2.0,1.0,1.0,252.0,0.0,901.0,1153.0,4.0,1,SBrkr,1153,878,0,2031,0.0,0.0,2,1,3,1,3.0,8,1,2.0,Attchd,1998.0,Fin,2.0,541.0,2.0,2.0,1,192,84,0,0,0,0,NaN,0,7,2008,WD,Normal,222500.0,0
20,RL,80.0,10000,Reg,Corner,0.0,Sawyer,Feedr,1Fam,1Story,5,6,1961,1983,Hip,HdBoard,HdBoard,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,2.0,594.0,0.0,270.0,864.0,4.0,1,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,2.0,6,1,2.0,Attchd,1961.0,RFn,1.0,264.0,2.0,2.0,1,165,0,0,0,0,0,GdWo,400,3,2009,WD,Normal,131400.0,1
20,RL,0.0,8978,IR1,Corner,0.0,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,Plywood,Plywood,None,0.0,2.0,2.0,PConc,2.0,2.0,3.0,5.0,0.0,0.0,948.0,948.0,2.0,1,SBrkr,948,0,0,948,0.0,0.0,1,0,3,1,2.0,6,0,5.0,Attchd,1968.0,Unf,1.0,300.0,2.0,2.0,1,147,0,0,0,0,0,NaN,0,5,2007,WD,Family,108000.0,0
75,RM,60.0,10800,Reg,Inside,0.0,OldTown,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,BrkTil,3.0,2.0,2.0,3.0,390.0,0.0,490.0,880.0,1.0,0,SBrkr,880,888,0,1768,0.0,0.0,1,1,2,1,2.0,6,2,2.0,Detchd,1914.0,Unf,2.0,320.0,2.0,2.0,0,0,341,0,0,0,0,NaN,0,10,2006,WD,Normal,163000.0,0
90,RL,60.0,8544,Reg,Inside,0.0,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,Stucco,Stone,None,0.0,2.0,2.0,CBlock,5.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,0,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,2.0,6,0,5.0,Detchd,1949.0,Unf,2.0,400.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,7,2006,WD,Normal,93500.0,0
60,RL,72.0,10463,IR1,CulDSac,0.0,Gilbert,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,893.0,893.0,4.0,1,SBrkr,901,900,0,1801,0.0,0.0,2,1,3,1,3.0,8,1,3.0,Attchd,2005.0,Fin,3.0,800.0,2.0,2.0,1,0,116,0,0,0,0,NaN,0,6,2006,WD,Normal,239900.0,0
90,RL,60.0,10800,Reg,Inside,0.0,Edwards,Norm,Duplex,1Story,5,5,1987,1988,Gable,Plywood,Plywood,None,0.0,2.0,2.0,CBlock,3.0,3.0,0.0,0.0,1200.0,0.0,0.0,1200.0,2.0,1,SBrkr,1200,0,0,1200,3.0,0.0,3,0,3,1,2.0,5,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,1,120,0,0,0,0,0,NaN,0,3,2009,WD,Alloca,179000.0,0
60,RL,65.0,9313,IR1,Inside,0.0,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,864.0,864.0,4.0,1,SBrkr,864,864,0,1728,0.0,0.0,2,1,3,1,3.0,7,0,5.0,Attchd,2004.0,RFn,2.0,572.0,2.0,2.0,1,187,56,0,0,0,0,NaN,0,4,2009,WD,Normal,190000.0,0
70,RM,60.0,9600,Reg,Inside,0.0,OldTown,Norm,1Fam,2Story,5,7,1910,2002,Gable,Wd Sdng,Wd Shng,None,0.0,2.0,3.0,BrkTil,1.0,1.0,3.0,5.0,0.0,0.0,264.0,264.0,4.0,1,SBrkr,768,664,0,1432,0.0,0.0,2,0,2,1,2.0,7,0,5.0,Detchd,1910.0,Unf,2.0,360.0,2.0,3.0,1,270,0,112,0,0,0,GdPrv,0,5,2007,WD,Abnorml,132000.0,0
20,RL,65.0,6768,IR1,Inside,0.0,Sawyer,Feedr,1Fam,1Story,6,8,1961,1996,Hip,HdBoard,HdBoard,None,0.0,2.0,3.0,CBlock,2.0,2.0,2.0,0.0,832.0,0.0,80.0,912.0,3.0,1,SBrkr,912,0,0,912,1.0,1.0,1,0,3,1,3.0,5,0,5.0,Detchd,1962.0,Unf,1.0,288.0,2.0,2.0,1,168,0,0,0,0,0,GdPrv,0,5,2008,WD,Normal,142000.0,0
20,RL,65.0,8450,Reg,Inside,0.0,SawyerW,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,108.0,2.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,1349.0,1349.0,4.0,1,SBrkr,1349,0,0,1349,0.0,0.0,2,0,3,1,2.0,6,0,5.0,Attchd,2000.0,Unf,2.0,539.0,2.0,2.0,1,120,55,0,0,0,0,GdPrv,0,12,2007,WD,Normal,179000.0,0
80,RL,70.0,12886,IR1,Inside,0.0,Sawyer,Norm,1Fam,SLvl,5,6,1963,1999,Gable,HdBoard,HdBoard,None,0.0,2.0,2.0,CBlock,3.0,2.0,1.0,1.0,444.0,0.0,76.0,520.0,4.0,1,SBrkr,1464,0,0,1464,0.0,1.0,2,0,3,1,2.0,6,1,2.0,Attchd,1997.0,RFn,2.0,480.0,2.0,2.0,1,302,0,0,0,100,0,NaN,0,10,2009,WD,Normal,175000.0,0
120,RL,41.0,5395,IR1,Inside,0.0,StoneBr,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,HdBoard,HdBoard,None,0.0,3.0,2.0,PConc,3.0,2.0,3.0,0.0,733.0,0.0,604.0,1337.0,3.0,1,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,3.0,5,1,2.0,Attchd,1993.0,RFn,2.0,462.0,2.0,2.0,1,96,0,70,168,0,0,NaN,0,10,2008,WD,Normal,180000.0,0
60,RL,0.0,8963,IR1,Inside,0.0,NWAmes,Norm,1Fam,2Story,8,9,1976,1996,Hip,VinylSd,VinylSd,BrkFace,289.0,4.0,3.0,CBlock,2.0,3.0,3.0,0.0,575.0,80.0,487.0,1142.0,4.0,1,SBrkr,1175,1540,0,2715,0.0,1.0,3,1,4,1,3.0,11,2,2.0,BuiltIn,1994.0,Fin,2.0,831.0,2.0,2.0,1,0,204,0,0,0,0,NaN,0,7,2008,WD,Normal,299800.0,0
60,RL,0.0,8795,IR1,Inside,0.0,Gilbert,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,3.0,2.0,3.0,0.0,300.0,0.0,652.0,952.0,4.0,1,SBrkr,980,1276,0,2256,0.0,0.0,2,1,4,1,3.0,8,1,2.0,BuiltIn,2000.0,Fin,2.0,554.0,2.0,2.0,1,224,54,0,0,0,0,NaN,0,4,2009,WD,Normal,236000.0,0
70,RM,65.0,11700,IR1,Corner,0.0,OldTown,Norm,1Fam,2Story,7,7,1880,2003,Mansard,Stucco,Stucco,None,0.0,3.0,2.0,Stone,2.0,1.0,3.0,5.0,0.0,0.0,1240.0,1240.0,2.0,0,SBrkr,1320,1320,0,2640,0.0,0.0,1,1,4,1,3.0,8,1,3.0,Detchd,1950.0,Unf,4.0,864.0,2.0,2.0,0,181,0,386,0,0,0,NaN,0,5,2009,WD,Normal,265979.0,0
20,RL,59.0,10593,IR1,Inside,0.0,NoRidge,Norm,1Fam,1Story,7,5,1996,1996,Hip,VinylSd,VinylSd,BrkFace,338.0,3.0,2.0,PConc,3.0,2.0,3.0,0.0,919.0,0.0,801.0,1720.0,4.0,1,SBrkr,1720,0,0,1720,1.0,0.0,2,0,3,1,3.0,7,1,2.0,Attchd,1996.0,Fin,2.0,527.0,2.0,2.0,1,240,56,154,0,0,0,NaN,0,3,2010,WD,Normal,260400.0,0
50,RL,50.0,8405,Reg,Inside,0.0,Edwards,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,WdShing,Wd Shng,None,0.0,2.0,2.0,Slab,5.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0,FuseF,1088,441,0,1529,0.0,0.0,2,0,4,1,2.0,9,0,5.0,Detchd,1945.0,Unf,1.0,240.0,2.0,2.0,0,92,0,185,0,0,0,NaN,0,4,2009,WD,Normal,98000.0,0
50,RM,55.0,8800,Reg,Corner,0.0,OldTown,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,BrkTil,2.0,1.0,3.0,5.0,0.0,0.0,576.0,576.0,3.0,1,SBrkr,792,348,0,1140,0.0,0.0,1,0,3,1,2.0,7,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,0,0,160,0,0,0,0,NaN,0,6,2010,WD,Normal,96500.0,0
